# source: EI-2023
# description: Based on {{source}}.
variable,year,region,unit,value
Primary Energy|Oil,2015,RUS,EJ/yr,6.5245
Primary Energy|Oil,2015,RWA,EJ/yr,0.0368
Primary Energy|Oil,2015,SAU,EJ/yr,7.4275
Primary Energy|Oil,2015,SDN,EJ/yr,0.1607
Primary Energy|Oil,2015,SEN,EJ/yr,0.0385
Primary Energy|Oil,2015,SGP,EJ/yr,2.7186
Primary Energy|Oil,2015,SGS,EJ/yr,0.0
Primary Energy|Oil,2015,SHN,EJ/yr,0.0
Primary Energy|Oil,2015,SJM,EJ/yr,0.0
Primary Energy|Oil,2015,SLB,EJ/yr,0.0017
Primary Energy|Oil,2015,SLE,EJ/yr,0.0223
Primary Energy|Oil,2015,SLV,EJ/yr,0.1124
Primary Energy|Oil,2015,SMR,EJ/yr,0.0
Primary Energy|Oil,2015,SOM,EJ/yr,0.0401
Primary Energy|Oil,2015,SPM,EJ/yr,0.0
Primary Energy|Oil,2015,SRB,EJ/yr,0.2381
Primary Energy|Oil,2015,SSD,EJ/yr,0.0
Primary Energy|Oil,2015,STP,EJ/yr,0.0008
Primary Energy|Oil,2015,SUR,EJ/yr,0.0261
Primary Energy|Oil,2015,SVK,EJ/yr,0.152
Primary Energy|Oil,2015,SVN,EJ/yr,0.1001
Primary Energy|Oil,2015,SWE,EJ/yr,0.5531
Primary Energy|Oil,2015,SWZ,EJ/yr,0.0095
Primary Energy|Oil,2015,SXM,EJ/yr,0.0
Primary Energy|Oil,2015,SYC,EJ/yr,0.0007
Primary Energy|Oil,2015,SYR,EJ/yr,0.321
Primary Energy|Oil,2015,TCA,EJ/yr,0.0007
Primary Energy|Oil,2015,TCD,EJ/yr,0.0432
Primary Energy|Oil,2015,TGO,EJ/yr,0.0312
Primary Energy|Oil,2015,THA,EJ/yr,2.1759
Primary Energy|Oil,2015,TJK,EJ/yr,0.0317
Primary Energy|Oil,2015,TKL,EJ/yr,0.0
Primary Energy|Oil,2015,TKM,EJ/yr,0.2481
Primary Energy|Oil,2015,TLS,EJ/yr,0.0037
Primary Energy|Oil,2015,TON,EJ/yr,0.0004
Primary Energy|Oil,2015,TTO,EJ/yr,0.0921
Primary Energy|Oil,2015,TUN,EJ/yr,0.095
Primary Energy|Oil,2015,TUR,EJ/yr,1.7952
Primary Energy|Oil,2015,TUV,EJ/yr,0.0
Primary Energy|Oil,2015,TWN,EJ/yr,1.9937
Primary Energy|Oil,2015,TZA,EJ/yr,0.192
Primary Energy|Oil,2015,UGA,EJ/yr,0.1555
Primary Energy|Oil,2015,UKR,EJ/yr,0.4301
Primary Energy|Oil,2015,UMI,EJ/yr,0.0
Primary Energy|Oil,2015,URY,EJ/yr,0.1358
Primary Energy|Oil,2015,USA,EJ/yr,35.608
Primary Energy|Oil,2015,UZB,EJ/yr,0.1594
Primary Energy|Oil,2015,VAT,EJ/yr,0.0
Primary Energy|Oil,2015,VCT,EJ/yr,0.0017
Primary Energy|Oil,2015,VEN,EJ/yr,1.4224
Primary Energy|Oil,2015,VGB,EJ/yr,0.001
Primary Energy|Oil,2015,VIR,EJ/yr,0.0
Primary Energy|Oil,2015,VNM,EJ/yr,0.9604
Primary Energy|Oil,2015,VUT,EJ/yr,0.0008
Primary Energy|Oil,2015,WLF,EJ/yr,0.0
Primary Energy|Oil,2015,WSM,EJ/yr,0.0007
Primary Energy|Oil,2015,World,EJ/yr,183.518
Primary Energy|Oil,2015,YEM,EJ/yr,0.0903
Primary Energy|Oil,2015,ZAF,EJ/yr,1.2499
Primary Energy|Oil,2015,ZMB,EJ/yr,0.1061
Primary Energy|Oil,2015,ZWE,EJ/yr,0.0592
Primary Energy|Oil,2020,ABW,EJ/yr,0.0026
Primary Energy|Oil,2020,AFG,EJ/yr,0.1193
Primary Energy|Oil,2020,AGO,EJ/yr,0.1496
Primary Energy|Oil,2020,AIA,EJ/yr,0.0
Primary Energy|Oil,2020,ALA,EJ/yr,0.0
Primary Energy|Oil,2020,ALB,EJ/yr,0.0444
Primary Energy|Oil,2020,AND,EJ/yr,0.0
Primary Energy|Oil,2020,ARE,EJ/yr,1.7408
Primary Energy|Oil,2020,ARG,EJ/yr,1.0375
Primary Energy|Oil,2020,ARM,EJ/yr,0.0415
Primary Energy|Oil,2020,ASM,EJ/yr,0.0
Primary Energy|Oil,2020,ATA,EJ/yr,0.0
Primary Energy|Oil,2020,ATF,EJ/yr,0.0
Primary Energy|Oil,2020,ATG,EJ/yr,0.0017
Primary Energy|Oil,2020,AUS,EJ/yr,1.879
Primary Energy|Oil,2020,AUT,EJ/yr,0.4789
Primary Energy|Oil,2020,AZE,EJ/yr,0.2079
Primary Energy|Oil,2020,BDI,EJ/yr,0.0335
Primary Energy|Oil,2020,BEL,EJ/yr,1.1059
Primary Energy|Oil,2020,BEN,EJ/yr,0.0423
Primary Energy|Oil,2020,BES,EJ/yr,0.0
Primary Energy|Oil,2020,BFA,EJ/yr,0.0615
Primary Energy|Oil,2020,BGD,EJ/yr,0.3698
Primary Energy|Oil,2020,BGR,EJ/yr,0.1922
Primary Energy|Oil,2020,BHR,EJ/yr,0.349
Primary Energy|Oil,2020,BHS,EJ/yr,0.0088
Primary Energy|Oil,2020,BIH,EJ/yr,0.1494
Primary Energy|Oil,2020,BLM,EJ/yr,0.0
Primary Energy|Oil,2020,BLR,EJ/yr,0.3442
Primary Energy|Oil,2020,BLZ,EJ/yr,0.0042
Primary Energy|Oil,2020,BMU,EJ/yr,0.0
Primary Energy|Oil,2020,BOL,EJ/yr,0.1895
Primary Energy|Oil,2020,BRA,EJ/yr,4.4235
Primary Energy|Oil,2020,BRB,EJ/yr,0.0047
Primary Energy|Oil,2020,BRN,EJ/yr,0.0416
Primary Energy|Oil,2020,BTN,EJ/yr,0.0042
Primary Energy|Oil,2020,BVT,EJ/yr,0.0
Primary Energy|Oil,2020,BWA,EJ/yr,0.0269
Primary Energy|Oil,2020,CAF,EJ/yr,0.0166
Primary Energy|Oil,2020,CAN,EJ/yr,3.9658
Primary Energy|Oil,2020,CCK,EJ/yr,0.0
Primary Energy|Oil,2020,CHE,EJ/yr,0.3691
Primary Energy|Oil,2020,CHL,EJ/yr,0.6932
Primary Energy|Oil,2020,CHN,EJ/yr,28.6548
Primary Energy|Oil,2020,CIV,EJ/yr,0.1139
Primary Energy|Oil,2020,CMR,EJ/yr,0.0832
Primary Energy|Oil,2020,COD,EJ/yr,0.2958
Primary Energy|Oil,2020,COG,EJ/yr,0.0259
Primary Energy|Oil,2020,COK,EJ/yr,0.0001
Primary Energy|Oil,2020,COL,EJ/yr,0.6666
Primary Energy|Oil,2020,COM,EJ/yr,0.0027
Primary Energy|Oil,2020,CPV,EJ/yr,0.0026
Primary Energy|Oil,2020,CRI,EJ/yr,0.1263
Primary Energy|Oil,2020,CUB,EJ/yr,0.2662
Primary Energy|Oil,2020,CUW,EJ/yr,0.0
Primary Energy|Oil,2020,CXR,EJ/yr,0.0
Primary Energy|Oil,2020,CYM,EJ/yr,0.0025
Primary Energy|Oil,2020,CYP,EJ/yr,0.0944
Primary Energy|Oil,2020,CZE,EJ/yr,0.3689
Primary Energy|Oil,2020,DEU,EJ/yr,4.2055
Primary Energy|Oil,2020,DJI,EJ/yr,0.0042
Primary Energy|Oil,2020,DMA,EJ/yr,0.0011
Primary Energy|Oil,2020,DNK,EJ/yr,0.2738
Primary Energy|Oil,2020,DOM,EJ/yr,0.1959
Primary Energy|Oil,2020,DZA,EJ/yr,0.7629
Primary Energy|Oil,2020,ECU,EJ/yr,0.399
Primary Energy|Oil,2020,EGY,EJ/yr,1.1976
Primary Energy|Oil,2020,ERI,EJ/yr,0.0092
Primary Energy|Oil,2020,ESH,EJ/yr,0.0
Primary Energy|Oil,2020,ESP,EJ/yr,2.1306
Primary Energy|Oil,2020,EST,EJ/yr,0.0578
Primary Energy|Oil,2020,ETH,EJ/yr,0.4065
Primary Energy|Oil,2020,FIN,EJ/yr,0.3531
Primary Energy|Oil,2020,FJI,EJ/yr,0.0055
Primary Energy|Oil,2020,FLK,EJ/yr,0.0
Primary Energy|Oil,2020,FRA,EJ/yr,2.6222
Primary Energy|Oil,2020,FRO,EJ/yr,0.0
Primary Energy|Oil,2020,FSM,EJ/yr,0.0
Primary Energy|Oil,2020,GAB,EJ/yr,0.0497
Primary Energy|Oil,2020,GBR,EJ/yr,2.3659
Primary Energy|Oil,2020,GEO,EJ/yr,0.0996
Primary Energy|Oil,2020,GGY,EJ/yr,0.0
Primary Energy|Oil,2020,GHA,EJ/yr,0.097
Primary Energy|Oil,2020,GIB,EJ/yr,0.0832
Primary Energy|Oil,2020,GIN,EJ/yr,0.0413
Primary Energy|Oil,2020,GLP,EJ/yr,0.01
Primary Energy|Oil,2020,GMB,EJ/yr,0.0078
Primary Energy|Oil,2020,GNB,EJ/yr,0.006
Primary Energy|Oil,2020,GNQ,EJ/yr,0.0161
Primary Energy|Oil,2020,GRC,EJ/yr,0.5166
Primary Energy|Oil,2020,GRD,EJ/yr,0.0016
Primary Energy|Oil,2020,GRL,EJ/yr,0.0
Primary Energy|Oil,2020,GTM,EJ/yr,0.2985
Primary Energy|Oil,2020,GUF,EJ/yr,0.0045
Primary Energy|Oil,2020,GUM,EJ/yr,0.0
Primary Energy|Oil,2020,GUY,EJ/yr,0.0205
Primary Energy|Oil,2020,HKG,EJ/yr,0.6086
Primary Energy|Oil,2020,HMD,EJ/yr,0.0
Primary Energy|Oil,2020,HND,EJ/yr,0.133
Primary Energy|Oil,2020,HRV,EJ/yr,0.1226
Primary Energy|Oil,2020,HTI,EJ/yr,0.1248
Primary Energy|Oil,2020,HUN,EJ/yr,0.3218
Primary Energy|Oil,2020,IDN,EJ/yr,2.7053
Primary Energy|Oil,2020,IMN,EJ/yr,0.0
Primary Energy|Oil,2020,IND,EJ/yr,9.1363
Primary Energy|Oil,2020,IOT,EJ/yr,0.0
Primary Energy|Oil,2020,IRL,EJ/yr,0.2702
Primary Energy|Oil,2020,IRN,EJ/yr,3.3027
Primary Energy|Oil,2020,IRQ,EJ/yr,1.3503
Primary Energy|Oil,2020,ISL,EJ/yr,0.0263
Primary Energy|Oil,2020,ISR,EJ/yr,0.3955
Primary Energy|Oil,2020,ITA,EJ/yr,2.1078
Primary Energy|Oil,2020,JAM,EJ/yr,0.0692
Primary Energy|Oil,2020,JEY,EJ/yr,0.0
Primary Energy|Oil,2020,JOR,EJ/yr,0.1975
Primary Energy|Oil,2020,JPN,EJ/yr,6.7591
Primary Energy|Oil,2020,KAZ,EJ/yr,0.5355
Primary Energy|Oil,2020,KEN,EJ/yr,0.241
Primary Energy|Oil,2020,KGZ,EJ/yr,0.0497
Primary Energy|Oil,2020,KHM,EJ/yr,0.0826
Primary Energy|Oil,2020,KIR,EJ/yr,0.0004
Primary Energy|Oil,2020,KNA,EJ/yr,0.0009
Primary Energy|Oil,2020,KOR,EJ/yr,5.0604
Primary Energy|Oil,2020,KWT,EJ/yr,0.7849
Primary Energy|Oil,2020,LAO,EJ/yr,0.0595
Primary Energy|Oil,2020,LBN,EJ/yr,0.1882
Primary Energy|Oil,2020,LBR,EJ/yr,0.0151
Primary Energy|Oil,2020,LBY,EJ/yr,0.1874
Primary Energy|Oil,2020,LCA,EJ/yr,0.0031
Primary Energy|Oil,2020,LIE,EJ/yr,0.0
Primary Energy|Oil,2020,LKA,EJ/yr,0.2518
Primary Energy|Oil,2020,LSO,EJ/yr,0.008
Primary Energy|Oil,2020,LTU,EJ/yr,0.1317
Primary Energy|Oil,2020,LUX,EJ/yr,0.1025
Primary Energy|Oil,2020,LVA,EJ/yr,0.0691
Primary Energy|Oil,2020,MAC,EJ/yr,0.0196
Primary Energy|Oil,2020,MAF,EJ/yr,0.0
Primary Energy|Oil,2020,MAR,EJ/yr,0.4914
Primary Energy|Oil,2020,MCO,EJ/yr,0.0
Primary Energy|Oil,2020,MDA,EJ/yr,0.0454
Primary Energy|Oil,2020,MDG,EJ/yr,0.0717
Primary Energy|Oil,2020,MDV,EJ/yr,0.0028
Primary Energy|Oil,2020,MEX,EJ/yr,3.0202
Primary Energy|Oil,2020,MHL,EJ/yr,0.0
Primary Energy|Oil,2020,MKD,EJ/yr,0.0423
Primary Energy|Oil,2020,MLI,EJ/yr,0.0619
Primary Energy|Oil,2020,MLT,EJ/yr,0.0464
Primary Energy|Oil,2020,MMR,EJ/yr,0.2457
Primary Energy|Oil,2020,MNE,EJ/yr,0.0211
Primary Energy|Oil,2020,MNG,EJ/yr,0.074
Primary Energy|Oil,2020,MNP,EJ/yr,0.0
Primary Energy|Oil,2020,MOZ,EJ/yr,0.1029
Primary Energy|Oil,2020,MRT,EJ/yr,0.0159
Primary Energy|Oil,2020,MSR,EJ/yr,0.0
Primary Energy|Oil,2020,MTQ,EJ/yr,0.0094
Primary Energy|Oil,2020,MUS,EJ/yr,0.0185
Primary Energy|Oil,2020,MWI,EJ/yr,0.055
Primary Energy|Oil,2020,MYS,EJ/yr,1.3751
Primary Energy|Oil,2020,MYT,EJ/yr,0.0
Primary Energy|Oil,2020,NAM,EJ/yr,0.0141
Primary Energy|Oil,2020,NCL,EJ/yr,0.0
Primary Energy|Oil,2020,NER,EJ/yr,0.027
Primary Energy|Oil,2020,NFK,EJ/yr,0.0
Primary Energy|Oil,2020,NGA,EJ/yr,0.5847
Primary Energy|Oil,2020,NIC,EJ/yr,0.0879
Primary Energy|Oil,2020,NIU,EJ/yr,0.0
Primary Energy|Oil,2020,NLD,EJ/yr,1.6953
Primary Energy|Oil,2020,NOR,EJ/yr,0.3676
Primary Energy|Oil,2020,NPL,EJ/yr,0.1691
Primary Energy|Oil,2020,NRU,EJ/yr,0.0
Primary Energy|Oil,2020,NZL,EJ/yr,0.3033
Primary Energy|Oil,2020,OMN,EJ/yr,0.3593
Primary Energy|Oil,2020,PAK,EJ/yr,0.8774
Primary Energy|Oil,2020,PAN,EJ/yr,0.1856
Primary Energy|Oil,2020,PCN,EJ/yr,0.0
Primary Energy|Oil,2020,PER,EJ/yr,0.3852
Primary Energy|Oil,2020,PHL,EJ/yr,0.7547
Primary Energy|Oil,2020,PLW,EJ/yr,0.0001
Primary Energy|Oil,2020,PNG,EJ/yr,0.0336
Primary Energy|Oil,2020,POL,EJ/yr,1.2941
Primary Energy|Oil,2020,PRI,EJ/yr,0.1049
Primary Energy|Oil,2020,PRK,EJ/yr,0.1736
Primary Energy|Oil,2020,PRT,EJ/yr,0.4108
Primary Energy|Oil,2020,PRY,EJ/yr,0.2197
Primary Energy|Oil,2020,PSE,EJ/yr,0.0
Primary Energy|Oil,2020,PYF,EJ/yr,0.0
Primary Energy|Oil,2020,QAT,EJ/yr,0.4568
Primary Energy|Oil,2020,REU,EJ/yr,0.0
Primary Energy|Oil,2020,ROU,EJ/yr,0.4186
Primary Energy|Oil,2020,RUS,EJ/yr,6.5367
Primary Energy|Oil,2020,RWA,EJ/yr,0.0404
Primary Energy|Oil,2020,SAU,EJ/yr,6.3156
Primary Energy|Oil,2020,SDN,EJ/yr,0.1762
Primary Energy|Oil,2020,SEN,EJ/yr,0.0423
Primary Energy|Oil,2020,SGP,EJ/yr,2.7955
Primary Energy|Oil,2020,SGS,EJ/yr,0.0
Primary Energy|Oil,2020,SHN,EJ/yr,0.0
Primary Energy|Oil,2020,SJM,EJ/yr,0.0
Primary Energy|Oil,2020,SLB,EJ/yr,0.0022
Primary Energy|Oil,2020,SLE,EJ/yr,0.0244
Primary Energy|Oil,2020,SLV,EJ/yr,0.0997
Primary Energy|Oil,2020,SMR,EJ/yr,0.0
Primary Energy|Oil,2020,SOM,EJ/yr,0.044
Primary Energy|Oil,2020,SPM,EJ/yr,0.0
Primary Energy|Oil,2020,SRB,EJ/yr,0.2565
Primary Energy|Oil,2020,SSD,EJ/yr,0.0
Primary Energy|Oil,2020,STP,EJ/yr,0.0008
Primary Energy|Oil,2020,SUR,EJ/yr,0.0232
Primary Energy|Oil,2020,SVK,EJ/yr,0.1691
Primary Energy|Oil,2020,SVN,EJ/yr,0.0903
Primary Energy|Oil,2020,SWE,EJ/yr,0.484
Primary Energy|Oil,2020,SWZ,EJ/yr,0.0104
Primary Energy|Oil,2020,SXM,EJ/yr,0.0
Primary Energy|Oil,2020,SYC,EJ/yr,0.0008
Primary Energy|Oil,2020,SYR,EJ/yr,0.2819
Primary Energy|Oil,2020,TCA,EJ/yr,0.0007
Primary Energy|Oil,2020,TCD,EJ/yr,0.0474
Primary Energy|Oil,2020,TGO,EJ/yr,0.0342
Primary Energy|Oil,2020,THA,EJ/yr,2.1465
Primary Energy|Oil,2020,TJK,EJ/yr,0.0341
Primary Energy|Oil,2020,TKL,EJ/yr,0.0
Primary Energy|Oil,2020,TKM,EJ/yr,0.3501
Primary Energy|Oil,2020,TLS,EJ/yr,0.0049
Primary Energy|Oil,2020,TON,EJ/yr,0.0005
Primary Energy|Oil,2020,TTO,EJ/yr,0.0629
Primary Energy|Oil,2020,TUN,EJ/yr,0.1041
Primary Energy|Oil,2020,TUR,EJ/yr,1.9713
Primary Energy|Oil,2020,TUV,EJ/yr,0.0
Primary Energy|Oil,2020,TWN,EJ/yr,1.7766
Primary Energy|Oil,2020,TZA,EJ/yr,0.2104
Primary Energy|Oil,2020,UGA,EJ/yr,0.1705
Primary Energy|Oil,2020,UKR,EJ/yr,0.4384
Primary Energy|Oil,2020,UMI,EJ/yr,0.0
Primary Energy|Oil,2020,URY,EJ/yr,0.1204
Primary Energy|Oil,2020,USA,EJ/yr,32.5272
Primary Energy|Oil,2020,UZB,EJ/yr,0.2244
Primary Energy|Oil,2020,VAT,EJ/yr,0.0
Primary Energy|Oil,2020,VCT,EJ/yr,0.0015
Primary Energy|Oil,2020,VEN,EJ/yr,0.4864
Primary Energy|Oil,2020,VGB,EJ/yr,0.0009
Primary Energy|Oil,2020,VIR,EJ/yr,0.0
Primary Energy|Oil,2020,VNM,EJ/yr,1.0187
Primary Energy|Oil,2020,VUT,EJ/yr,0.001
Primary Energy|Oil,2020,WLF,EJ/yr,0.0
Primary Energy|Oil,2020,WSM,EJ/yr,0.001
Primary Energy|Oil,2020,World,EJ/yr,175.4845
Primary Energy|Oil,2020,YEM,EJ/yr,0.1191
Primary Energy|Oil,2020,ZAF,EJ/yr,0.9643
Primary Energy|Oil,2020,ZMB,EJ/yr,0.1163
Primary Energy|Oil,2020,ZWE,EJ/yr,0.0649
