# source: IEA-HSMR-2021
# description: Custom projections based on {{source}} with details documented in the description of the `Feasibility Concern|Hydropower Capacity` criterion.
variable,year,region,unit,value
Capacity|Electricity|Hydro,2030,PER,GW,3.3
Capacity|Electricity|Hydro,2030,PHL,GW,1.74
Capacity|Electricity|Hydro,2030,PLW,GW,0.0
Capacity|Electricity|Hydro,2030,PNG,GW,0.0
Capacity|Electricity|Hydro,2030,POL,GW,0.48
Capacity|Electricity|Hydro,2030,PRI,GW,0.0
Capacity|Electricity|Hydro,2030,PRK,GW,0.0
Capacity|Electricity|Hydro,2030,PRT,GW,2.64
Capacity|Electricity|Hydro,2030,PRY,GW,0.0
Capacity|Electricity|Hydro,2030,PSE,GW,0.0
Capacity|Electricity|Hydro,2030,PYF,GW,0.0
Capacity|Electricity|Hydro,2030,QAT,GW,0.0
Capacity|Electricity|Hydro,2030,REU,GW,0.0
Capacity|Electricity|Hydro,2030,ROU,GW,4.02
Capacity|Electricity|Hydro,2030,RUS,GW,30.0
Capacity|Electricity|Hydro,2030,RWA,GW,0.0
Capacity|Electricity|Hydro,2030,SAU,GW,0.0
Capacity|Electricity|Hydro,2030,SDN,GW,0.0
Capacity|Electricity|Hydro,2030,SEN,GW,0.0
Capacity|Electricity|Hydro,2030,SGP,GW,0.0
Capacity|Electricity|Hydro,2030,SGS,GW,0.0
Capacity|Electricity|Hydro,2030,SHN,GW,0.0
Capacity|Electricity|Hydro,2030,SJM,GW,0.0
Capacity|Electricity|Hydro,2030,SLB,GW,0.0
Capacity|Electricity|Hydro,2030,SLE,GW,0.0
Capacity|Electricity|Hydro,2030,SLV,GW,0.0
Capacity|Electricity|Hydro,2030,SMR,GW,0.0
Capacity|Electricity|Hydro,2030,SOM,GW,0.0
Capacity|Electricity|Hydro,2030,SPM,GW,0.0
Capacity|Electricity|Hydro,2030,SRB,GW,1.44
Capacity|Electricity|Hydro,2030,SSD,GW,0.0
Capacity|Electricity|Hydro,2030,STP,GW,0.0
Capacity|Electricity|Hydro,2030,SUR,GW,0.0
Capacity|Electricity|Hydro,2030,SVK,GW,0.0
Capacity|Electricity|Hydro,2030,SVN,GW,0.0
Capacity|Electricity|Hydro,2030,SWE,GW,9.84
Capacity|Electricity|Hydro,2030,SWZ,GW,0.0
Capacity|Electricity|Hydro,2030,SXM,GW,0.0
Capacity|Electricity|Hydro,2030,SYC,GW,0.0
Capacity|Electricity|Hydro,2030,SYR,GW,0.0
Capacity|Electricity|Hydro,2030,TCA,GW,0.0
Capacity|Electricity|Hydro,2030,TCD,GW,0.0
Capacity|Electricity|Hydro,2030,TGO,GW,0.0
Capacity|Electricity|Hydro,2030,THA,GW,1.26
Capacity|Electricity|Hydro,2030,TJK,GW,3.12
Capacity|Electricity|Hydro,2030,TKL,GW,0.0
Capacity|Electricity|Hydro,2030,TKM,GW,0.0
Capacity|Electricity|Hydro,2030,TLS,GW,0.0
Capacity|Electricity|Hydro,2030,TON,GW,0.0
Capacity|Electricity|Hydro,2030,TTO,GW,0.0
Capacity|Electricity|Hydro,2030,TUN,GW,0.0
Capacity|Electricity|Hydro,2030,TUR,GW,18.6
Capacity|Electricity|Hydro,2030,TUV,GW,0.0
Capacity|Electricity|Hydro,2030,TWN,GW,0.0
Capacity|Electricity|Hydro,2030,TZA,GW,0.36
Capacity|Electricity|Hydro,2030,UGA,GW,0.0
Capacity|Electricity|Hydro,2030,UKR,GW,2.94
Capacity|Electricity|Hydro,2030,UMI,GW,0.0
Capacity|Electricity|Hydro,2030,URY,GW,0.0
Capacity|Electricity|Hydro,2030,USA,GW,48.84
Capacity|Electricity|Hydro,2030,UZB,GW,0.0
Capacity|Electricity|Hydro,2030,VAT,GW,0.0
Capacity|Electricity|Hydro,2030,VCT,GW,0.0
Capacity|Electricity|Hydro,2030,VEN,GW,10.02
Capacity|Electricity|Hydro,2030,VGB,GW,0.0
Capacity|Electricity|Hydro,2030,VIR,GW,0.0
Capacity|Electricity|Hydro,2030,VNM,GW,10.86
Capacity|Electricity|Hydro,2030,VUT,GW,0.0
Capacity|Electricity|Hydro,2030,WLF,GW,0.0
Capacity|Electricity|Hydro,2030,WSM,GW,0.0
Capacity|Electricity|Hydro,2030,YEM,GW,0.0
Capacity|Electricity|Hydro,2030,ZAF,GW,0.42
Capacity|Electricity|Hydro,2030,ZMB,GW,1.38
Capacity|Electricity|Hydro,2030,ZWE,GW,0.6
